country,source_name,state,reported_count,count_basis,source_url,observed_date,qa_note
Mexico,SIC Directorio de librerías y puntos de venta,Aguascalientes,25,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Baja California,42,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Baja California Sur,9,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Campeche,7,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Coahuila,26,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Colima,13,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Chiapas,27,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Chihuahua,45,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Ciudad de México,401,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Durango,14,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Guanajuato,52,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Guerrero,31,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Hidalgo,13,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Jalisco,88,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Estado de México,92,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Michoacán,34,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Morelos,20,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Nayarit,10,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Nuevo León,53,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Oaxaca,17,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Puebla,72,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Querétaro,30,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Quintana Roo,18,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,San Luis Potosí,22,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Sinaloa,24,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Sonora,19,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Tabasco,11,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Tamaulipas,20,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Tlaxcala,10,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Veracruz,67,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Yucatán,27,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
Mexico,SIC Directorio de librerías y puntos de venta,Zacatecas,12,SIC live state-count page; state sum = 1351,https://sic.cultura.gob.mx/lista.php?disciplina=&estado_id=&table=libreria,2026-04-25,"State count copied from SIC ""Librerías por estado"" page during probe."
