source_key,source_name,source_country,source_scope_label,source_record_id,source_record_url,raw_payload_ref,raw_payload_sha256,record_name,organization_or_adscription,admin1_id,admin1_name,municipality_id,municipality_name,locality_id,locality_name,address_line,neighborhood,postal_code,phone,website,email,latitude,longitude,source_foundation_date,source_modified_at,raw_libreria_ce,role_class,role_class_basis,row_scope,evidence_state,strict_bookstore_promotion_eligible,promotion_status,promotion_blockers,notes
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,963,http://sic.gob.mx/ficha.php?table=libreria&table_id=963,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal José Guadalupe Posada","Educal, S.A. de C.V.",1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Juárez 122 entre Allende y Moctezuma,Centro,20000,449 994 1009,https://www.fondodeculturaeconomica.com/LibreriasEstado/1,aguascalientesbodet@educal.com.mx,21.88243,-102.29626,2002-02-01,2025-12-30 11:06:33-06,t,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,1971,http://sic.gob.mx/ficha.php?table=libreria&table_id=1971,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,Librería de la Casa de la Cultura Jurídica Ministro Alfonso López Aparicio de Aguascalientes,Casa de la Cultura Jurídica Ministro Alfonso López Aparicio de Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Álvaro Obregón 347,Centro,20000,55 41 13 1000 ext. 8484,https://www.scjn.gob.mx/,mvela@scjn.gob.mx,21.8862,-102.29345,2001-01-01,2025-10-16 12:14:30-06,f,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,1777,http://sic.gob.mx/ficha.php?table=libreria&table_id=1777,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,Librería de la UAA,Universidad Autónoma de Aguascalientes (UAA),1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Universidad 940  edif. 1- Infoteca,Ciudad Universitaria,20131,"449 910 7400 exts. 30215, 30216",http://www.uaa.mx/rectoria/dcrp/?p=6438; http://www.uaa.mx/principal/directorio.html,libreríauaa@edu.uaa.mx; libreria@correo.uaa.mx,21.91415,-102.3158,2006-06-01,2024-01-03 05:01:15-06,f,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,2444,http://sic.gob.mx/ficha.php?table=libreria&table_id=2444,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Dolores Castro Varela",Fondo de Cultura Económica (FCE),1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Galeana Nte. 102,Centro,20000,449 392 06 54,https://www.fondodeculturaeconomica.com/LibreriasEstado/1,victorinfantezamora@yahoo.com.mx,21.87992,-102.29747,2018-01-01,2025-11-25 10:21:17-06,t,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,1775,http://sic.gob.mx/ficha.php?table=libreria&table_id=1775,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,Librería Publicaciones Excélsior,Particular,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"Centro Comercial el Parian, Rivero y Gutiérrez s/n locales 38",Centro,20000,449 915 3250,,friveraibarra@gmail.com,21.88375,-102.29561,1968-01-01,2025-03-20 13:11:47-06,f,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,2419,http://sic.gob.mx/ficha.php?table=libreria&table_id=2419,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,Librería Drakontos,,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Francisco I. Madero 467,Zona Centro,2000,449 918 9402,https://libreria-cafeteria-drakontos-aguascalientes-mexico.negocio.site/,,21.88306,-102.28815,1000-01-01,2020-12-03 06:53:15-06,f,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,1582,http://sic.gob.mx/ficha.php?table=libreria&table_id=1582,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,"Librería Universal, Casa Matriz","Librería Universal de Aguascalientes, S. de R. L.",1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Madero 208,Centro,20000,449 145 21 21,https://libreriauniversal.mx/about,director@libreriauniversal.mx,21.88164,-102.29441,1982-03-01,2023-05-29 14:17:56-06,t,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,1770,http://sic.gob.mx/ficha.php?table=libreria&table_id=1770,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,"Librería Especializada en Ciencias de la Salud LECSA, Sucursal Aguascalientes",Particular,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Prol. Ignacio Zaragoza 207 local 1,Col. Las Trojes,20115,449 194 32 80,http://libreria-lecsa.sitiosprodigy.com.mx,lec.sa@hotmail.com,21.926,-102.30481,2007-01-05,2025-07-21 19:36:52-06,f,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,2204,http://sic.gob.mx/ficha.php?table=libreria&table_id=2204,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,"Librerías Gandhi, Sucursal Galerías Aguascalientes","Librerías Gandhi, S.A. de C.V.",1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"Centro Comercial Galerías Aguascalientes, Av. Independencia 2351 local 1",Col. Trojes de Alonso,20116,449 994 8909,http://www.gandhi.com.mx/sucursales/?id=37,elcliente@gandhi.com.mx,21.92387,-102.29408,2014-04-01,2025-11-03 18:56:31-06,t,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,1774,http://sic.gob.mx/ficha.php?table=libreria&table_id=1774,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,Librería La Letra,Particular,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Madero 349,Centro,20000,449 915 04 57,,laletra_aguascalientes@hotmail.com,0,0,2007-01-15,2021-07-07 12:16:40-05,f,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,2376,http://sic.gob.mx/ficha.php?table=libreria&table_id=2376,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,Librería de los Escritores,Privada,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Francisco I. Madero 349,Zona Centro,20000,449 392 4566,https://m.facebook.com/librescritores/?locale2=es_LA,librescritores@hotmail.com,21.88233,-102.29072,2011-04-11,2020-12-03 06:29:57-06,f,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,1578,http://sic.gob.mx/ficha.php?table=libreria&table_id=1578,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,Librería Arcoiris,Particular,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Aguascalientes 2050,Col. Vistas del Sol,20266,4494 0590 41,https://www.lbai.com.mx/,tiendaenlinea@lbai.com.mx,21.88192,-102.29363,2001-02-01,2023-10-02 03:55:22-06,f,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,1776,http://sic.gob.mx/ficha.php?table=libreria&table_id=1776,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,Librería Excélsior,Particular,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"Centro Comercial San Marcos, Convención de 1914 s/n local 19 esq. Av. Fundición",Col. San Cayetano,20010,449 914 0797,,friveraibarra@hotmail.com,19.67075,-99.20173,1993-02-01,2025-02-28 11:29:58-06,f,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,2460,http://sic.gob.mx/ficha.php?table=libreria&table_id=2460,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,La librería de los escritores,Instituto Cultural de Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Rivero y Gutiérrez 110,Centro,20000,449 916 3717,https://www.facebook.com/librescritores/,casateran@hotmail.com,21.88308,-102.2967,2011-01-01,2025-10-16 19:13:33-06,f,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,1029,http://sic.gob.mx/ficha.php?table=libreria&table_id=1029,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,Librería y Papelería Auxiliar del Maestro,Particular,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Hospitalidad 124,Centro,20000,449 916 75 58,,auxiliardelmaestro.ags@hotmail.com,21.88297,-102.29383,1978-02-01,2025-04-21 12:15:52-06,f,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,507,http://sic.gob.mx/ficha.php?table=libreria&table_id=507,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,Librería CCT Aguascalientes,"Editorial Trillas, S.A. de C.V.",1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Francisco I. Madero 313,Centro,20000,449 918 4058,https://etrillas.mx/,cct.aguascalientes.ase@trillas.mx,21.88205,-102.29208,2007-02-27,2024-09-13 13:40:20-06,t,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,1625,http://sic.gob.mx/ficha.php?table=libreria&table_id=1625,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,Librería Católica Bíblica y Artículos Religiosos,"Librería Católica Bíblica y Artículos Religiosos, S.A. de C.V.",1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Álvaro Obregón 244 esq. Condell,Centro,20000,449 916 17 19,https://www.facebook.com/profile.php?id=100077206034635,libreriacatolica@hotmail.com,0,0,2003-02-01,2023-07-31 08:17:31-06,f,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,1764,http://sic.gob.mx/ficha.php?table=libreria&table_id=1764,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,"Librerías Gonvill, Sucursal Aguascalientes","Librerías Gonvill, S.A. de C.V.",1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"Centro Comercial Altaria, Blvd. Zacatecas Nte. 851 local 1032 y 1033",Fracc. Troje Alonso,20200,449 912 15 23,http://www.gonvill.com.mx/webapp/wcs/stores/servlet/GonvillStoresView?storeId=10001&urlLangId=-5&urlRequestType=Base&langId=-5&catalogId=10001,ags@gonvill.com.mx; info@gonvill.com.mx,21.92464,-102.28952,2007-02-01,2025-03-03 13:27:28-06,t,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
MX_SIC_LIBRERIAS_Y_PUNTOS_DE_VENTA,Sistema de Información Cultural — Directorio de librerías y puntos de venta,Mexico,librerías y puntos de venta,992,http://sic.gob.mx/ficha.php?table=libreria&table_id=992,raw/mexico_sic/0_libreria_directorio.csv,2cf2584f63ecd2cb441ba54d899233dfa90d10183a5451f3898d13ad73c4be87,Librería San Pablo,"Librería Alberione, S.A. de C.V.",1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Pedro Parga 101 esq. Morelos,Centro,20000,449 916 6311,https://sanpablo.com.mx/,libreria_ags@sanpablo.com.mx; libreria.aguascalientes@sanpablo.com.mx,21.88361,-102.2951,1982-02-01,2024-04-01 11:10:04-06,t,bookstore_or_sales_point_unclassified,source_scope_label_only; no per-row pure-bookstore assertion made,official_sic_librerias_y_puntos_de_venta,raw_csv_payload_saved_and_normalized,false,staged_not_promoted,mixed_bookstore_sales_point_scope;needs_role_classification_before_strict_bookstore_promotion,Do not merge into pure bookstore registry without further role/scope classification.
